,Closing_price,High_price,Low_price,Opening_price,Market_volume,Date
53,0.0025,0.0026,0.0025,0.0025,52552651,2020-11-04
54,0.0026,0.0026,0.0025,0.0025,31611962,2020-11-05
55,0.0028,0.0028,0.0026,0.0026,54267546,2020-11-06
56,0.0027,0.0028,0.0026,0.0028,44610218,2020-11-07
57,0.0027,0.0027,0.0027,0.0027,22754531,2020-11-08
58,0.0027,0.0028,0.0027,0.0027,28124348,2020-11-09
59,0.0028,0.0029,0.0027,0.0027,39633173,2020-11-10
60,0.0028,0.0028,0.0028,0.0028,33138759,2020-11-11
61,0.0028,0.0028,0.0027,0.0028,24028261,2020-11-12
62,0.0028,0.0028,0.0028,0.0028,29217750,2020-11-13
63,0.0028,0.0028,0.0027,0.0028,30334380,2020-11-14
64,0.0028,0.0028,0.0027,0.0028,25131683,2020-11-15
65,0.0029,0.003,0.0028,0.0028,52063283,2020-11-16
66,0.0029,0.003,0.0029,0.0029,46631463,2020-11-17
67,0.0029,0.003,0.0029,0.0029,49460064,2020-11-18
68,0.0029,0.003,0.0029,0.0029,40330643,2020-11-19
69,0.003,0.003,0.0029,0.0029,57656464,2020-11-20
70,0.0035,0.0035,0.003,0.003,162641693,2020-11-21
71,0.0033,0.0037,0.0032,0.0035,121660410,2020-11-22
72,0.0036,0.0036,0.0032,0.0033,101561039,2020-11-23
73,0.0042,0.0042,0.0036,0.0036,266716035,2020-11-24
74,0.0037,0.0043,0.0036,0.0042,174459927,2020-11-25
75,0.0032,0.0038,0.003,0.0037,175520294,2020-11-26
76,0.0033,0.0034,0.0031,0.0033,92323023,2020-11-27
77,0.0034,0.0035,0.0032,0.0033,58033649,2020-11-28
78,0.0034,0.0035,0.0034,0.0034,46319971,2020-11-29
79,0.0036,0.0036,0.0034,0.0034,68622735,2020-11-30
80,0.0033,0.0036,0.0033,0.0036,80163603,2020-12-01
81,0.0034,0.0034,0.0033,0.0033,58705660,2020-12-02
82,0.0034,0.0035,0.0034,0.0034,47907031,2020-12-03
83,0.0033,0.0034,0.0033,0.0034,45062221,2020-12-04
84,0.0034,0.0034,0.0033,0.0033,43386582,2020-12-05
85,0.0034,0.0034,0.0033,0.0034,40936574,2020-12-06
86,0.0033,0.0034,0.0033,0.0034,36923813,2020-12-07
87,0.0032,0.0034,0.0031,0.0033,52702701,2020-12-08
88,0.0032,0.0032,0.003,0.0032,45746721,2020-12-09
89,0.0031,0.0032,0.0031,0.0032,33740987,2020-12-10
90,0.0031,0.0031,0.003,0.0031,41712942,2020-12-11
91,0.0032,0.0032,0.0031,0.0031,35466154,2020-12-12
92,0.0033,0.0033,0.0032,0.0032,37464322,2020-12-13
93,0.0032,0.0033,0.0032,0.0033,36238516,2020-12-14
94,0.0032,0.0033,0.0032,0.0032,37127782,2020-12-15
95,0.0034,0.0034,0.0032,0.0032,50989880,2020-12-16
96,0.0037,0.0041,0.0034,0.0034,172736659,2020-12-17
97,0.0039,0.004,0.0036,0.0037,101799430,2020-12-18
98,0.0039,0.004,0.0038,0.0039,98447179,2020-12-19
99,0.0046,0.0047,0.0038,0.0039,508066004,2020-12-20
100,0.0048,0.0054,0.0044,0.0046,664160056,2020-12-21
101,0.0045,0.0048,0.0044,0.0048,239288785,2020-12-22
102,0.0038,0.0047,0.0036,0.0045,205080908,2020-12-23
103,0.0046,0.0046,0.0037,0.0038,143405579,2020-12-24
104,0.0046,0.0046,0.0044,0.0046,136819916,2020-12-25
105,0.0045,0.0046,0.0044,0.0046,151728507,2020-12-26
106,0.0045,0.0048,0.0044,0.0045,154526398,2020-12-27
107,0.0046,0.0047,0.0045,0.0045,99641525,2020-12-28
108,0.0045,0.0046,0.0043,0.0046,90876496,2020-12-29
109,0.0046,0.0047,0.0045,0.0045,94834499,2020-12-30
110,0.0047,0.0047,0.0046,0.0046,85498337,2020-12-31
111,0.0057,0.0057,0.0046,0.0047,228961514,2021-01-01
112,0.0106,0.0137,0.0056,0.0057,3421562679,2021-01-02
113,0.0098,0.0139,0.0094,0.0106,2707003608,2021-01-03
114,0.0098,0.0114,0.0079,0.0098,1372398978,2021-01-04
115,0.0099,0.0102,0.009,0.0098,687256066,2021-01-05
116,0.0105,0.0109,0.0097,0.0099,749915516,2021-01-06
117,0.0097,0.0105,0.0092,0.0105,520644705,2021-01-07
118,0.0098,0.0103,0.009,0.0097,394462163,2021-01-08
119,0.0102,0.0107,0.0097,0.0098,485842353,2021-01-09
120,0.0099,0.0109,0.0092,0.0102,458583518,2021-01-10
121,0.0088,0.0099,0.0068,0.0099,637956958,2021-01-11
122,0.0081,0.0091,0.0079,0.0088,333308456,2021-01-12
123,0.0086,0.0086,0.0078,0.0081,240079032,2021-01-13
124,0.0094,0.01,0.0083,0.0086,428369038,2021-01-14
125,0.0094,0.0098,0.0085,0.0094,398965924,2021-01-15
126,0.0093,0.0095,0.0091,0.0094,258630479,2021-01-16
127,0.0091,0.0094,0.0088,0.0093,254487989,2021-01-17
128,0.0092,0.0093,0.009,0.0091,205025648,2021-01-18
129,0.0091,0.0096,0.009,0.0092,249242632,2021-01-19
